start_date,end_date,updated_date,value
2020-03-30T02:30:00+02:00,2020-03-30T02:45:00+02:00,2020-03-30T23:51:40+02:00,51616
2020-03-30T02:45:00+02:00,2020-03-30T03:00:00+02:00,2020-03-30T23:51:40+02:00,50922
2020-03-30T03:00:00+02:00,2020-03-30T03:15:00+02:00,2020-03-30T23:51:40+02:00,50201
2020-03-30T03:15:00+02:00,2020-03-30T03:30:00+02:00,2020-03-30T23:51:40+02:00,49969
2020-03-30T03:30:00+02:00,2020-03-30T03:45:00+02:00,2020-03-30T23:51:40+02:00,49432
2020-03-30T03:45:00+02:00,2020-03-30T04:00:00+02:00,2020-03-30T23:51:40+02:00,48900
2020-03-30T04:00:00+02:00,2020-03-30T04:15:00+02:00,2020-03-30T23:51:40+02:00,48603
2020-03-30T04:15:00+02:00,2020-03-30T04:30:00+02:00,2020-03-30T23:51:40+02:00,48465
2020-03-30T04:30:00+02:00,2020-03-30T04:45:00+02:00,2020-03-30T23:51:40+02:00,48429
2020-03-30T04:45:00+02:00,2020-03-30T05:00:00+02:00,2020-03-30T23:51:40+02:00,48486
2020-03-30T05:00:00+02:00,2020-03-30T05:15:00+02:00,2020-03-30T23:51:40+02:00,48809
2020-03-30T05:15:00+02:00,2020-03-30T05:30:00+02:00,2020-03-30T23:51:40+02:00,49687
2020-03-30T05:30:00+02:00,2020-03-30T05:45:00+02:00,2020-03-30T23:51:40+02:00,49944
2020-03-30T05:45:00+02:00,2020-03-30T06:00:00+02:00,2020-03-30T23:51:40+02:00,50514
2020-03-30T06:00:00+02:00,2020-03-30T06:15:00+02:00,2020-03-30T23:51:40+02:00,50838
2020-03-30T06:15:00+02:00,2020-03-30T06:30:00+02:00,2020-03-30T23:51:40+02:00,52148
2020-03-30T06:30:00+02:00,2020-03-30T06:45:00+02:00,2020-03-30T23:51:40+02:00,52566
2020-03-30T06:45:00+02:00,2020-03-30T07:00:00+02:00,2020-03-30T23:51:40+02:00,53066
2020-03-30T07:00:00+02:00,2020-03-30T07:15:00+02:00,2020-03-30T23:51:40+02:00,53875
2020-03-30T07:15:00+02:00,2020-03-30T07:30:00+02:00,2020-03-30T23:51:40+02:00,54174
2020-03-30T07:30:00+02:00,2020-03-30T07:45:00+02:00,2020-03-30T23:51:40+02:00,54523
2020-03-30T07:45:00+02:00,2020-03-30T08:00:00+02:00,2020-03-30T23:51:40+02:00,54757
2020-03-30T08:00:00+02:00,2020-03-30T08:15:00+02:00,2020-03-30T23:51:40+02:00,55464
2020-03-30T08:15:00+02:00,2020-03-30T08:30:00+02:00,2020-03-30T23:51:40+02:00,56076
2020-03-30T08:30:00+02:00,2020-03-30T08:45:00+02:00,2020-03-30T23:51:40+02:00,57059
2020-03-30T08:45:00+02:00,2020-03-30T09:00:00+02:00,2020-03-30T23:51:40+02:00,57858
2020-03-30T09:00:00+02:00,2020-03-30T09:15:00+02:00,2020-03-30T23:51:40+02:00,58309
2020-03-30T09:15:00+02:00,2020-03-30T09:30:00+02:00,2020-03-30T23:51:40+02:00,58633
2020-03-30T09:30:00+02:00,2020-03-30T09:45:00+02:00,2020-03-30T23:51:40+02:00,59195
2020-03-30T09:45:00+02:00,2020-03-30T10:00:00+02:00,2020-03-30T23:51:40+02:00,59172
2020-03-30T10:00:00+02:00,2020-03-30T10:15:00+02:00,2020-03-30T23:51:40+02:00,59273
2020-03-30T10:15:00+02:00,2020-03-30T10:30:00+02:00,2020-03-30T23:51:40+02:00,59184
2020-03-30T10:30:00+02:00,2020-03-30T10:45:00+02:00,2020-03-30T23:51:40+02:00,59177
2020-03-30T10:45:00+02:00,2020-03-30T11:00:00+02:00,2020-03-30T23:51:40+02:00,59106
2020-03-30T11:00:00+02:00,2020-03-30T11:15:00+02:00,2020-03-30T23:51:40+02:00,59143
2020-03-30T11:15:00+02:00,2020-03-30T11:30:00+02:00,2020-03-30T23:51:40+02:00,59627
2020-03-30T11:30:00+02:00,2020-03-30T11:45:00+02:00,2020-03-30T23:51:40+02:00,59537
2020-03-30T11:45:00+02:00,2020-03-30T12:00:00+02:00,2020-03-30T23:51:40+02:00,60015
2020-03-30T12:00:00+02:00,2020-03-30T12:15:00+02:00,2020-03-30T23:51:40+02:00,60862
2020-03-30T12:15:00+02:00,2020-03-30T12:30:00+02:00,2020-03-30T23:51:40+02:00,61372
2020-03-30T12:30:00+02:00,2020-03-30T12:45:00+02:00,2020-03-30T23:51:40+02:00,61609
2020-03-30T12:45:00+02:00,2020-03-30T13:00:00+02:00,2020-03-30T23:51:40+02:00,62575
2020-03-30T13:00:00+02:00,2020-03-30T13:15:00+02:00,2020-03-30T23:51:40+02:00,61634
2020-03-30T13:15:00+02:00,2020-03-30T13:30:00+02:00,2020-03-30T23:51:40+02:00,60880
2020-03-30T13:30:00+02:00,2020-03-30T13:45:00+02:00,2020-03-30T23:51:40+02:00,59855
2020-03-30T13:45:00+02:00,2020-03-30T14:00:00+02:00,2020-03-30T23:51:40+02:00,58809
2020-03-30T14:00:00+02:00,2020-03-30T14:15:00+02:00,2020-03-30T23:51:40+02:00,58221
2020-03-30T14:15:00+02:00,2020-03-30T14:30:00+02:00,2020-03-30T23:51:40+02:00,58013
2020-03-30T14:30:00+02:00,2020-03-30T14:45:00+02:00,2020-03-30T23:51:40+02:00,57074
2020-03-30T14:45:00+02:00,2020-03-30T15:00:00+02:00,2020-03-30T23:51:40+02:00,56063
2020-03-30T15:00:00+02:00,2020-03-30T15:15:00+02:00,2020-03-30T23:51:40+02:00,55354
2020-03-30T15:15:00+02:00,2020-03-30T15:30:00+02:00,2020-03-30T23:51:40+02:00,54883
2020-03-30T15:30:00+02:00,2020-03-30T15:45:00+02:00,2020-03-30T23:51:40+02:00,54440
2020-03-30T15:45:00+02:00,2020-03-30T16:00:00+02:00,2020-03-30T23:51:40+02:00,53572
2020-03-30T16:00:00+02:00,2020-03-30T16:15:00+02:00,2020-03-30T23:51:40+02:00,53254
2020-03-30T16:15:00+02:00,2020-03-30T16:30:00+02:00,2020-03-30T23:51:40+02:00,53031
2020-03-30T16:30:00+02:00,2020-03-30T16:45:00+02:00,2020-03-30T23:51:40+02:00,52473
2020-03-30T16:45:00+02:00,2020-03-30T17:00:00+02:00,2020-03-30T23:51:40+02:00,52083
2020-03-30T17:00:00+02:00,2020-03-30T17:15:00+02:00,2020-03-30T23:51:40+02:00,51743
2020-03-30T17:15:00+02:00,2020-03-30T17:30:00+02:00,2020-03-30T23:51:40+02:00,51481
2020-03-30T17:30:00+02:00,2020-03-30T17:45:00+02:00,2020-03-30T23:51:40+02:00,51295
2020-03-30T17:45:00+02:00,2020-03-30T18:00:00+02:00,2020-03-30T23:51:40+02:00,51276
2020-03-30T18:00:00+02:00,2020-03-30T18:15:00+02:00,2020-03-30T23:51:40+02:00,51607
2020-03-30T18:15:00+02:00,2020-03-30T18:30:00+02:00,2020-03-30T23:51:40+02:00,52141
2020-03-30T18:30:00+02:00,2020-03-30T18:45:00+02:00,2020-03-30T23:51:40+02:00,52549
2020-03-30T18:45:00+02:00,2020-03-30T19:00:00+02:00,2020-03-30T23:51:40+02:00,53692
2020-03-30T19:00:00+02:00,2020-03-30T19:15:00+02:00,2020-03-30T23:51:40+02:00,54897
2020-03-30T19:15:00+02:00,2020-03-30T19:30:00+02:00,2020-03-30T23:51:40+02:00,55632
2020-03-30T19:30:00+02:00,2020-03-30T19:45:00+02:00,2020-03-30T23:51:40+02:00,56044
2020-03-30T19:45:00+02:00,2020-03-30T20:00:00+02:00,2020-03-30T23:51:40+02:00,56473
2020-03-30T20:00:00+02:00,2020-03-30T20:15:00+02:00,2020-03-30T23:51:40+02:00,56916
2020-03-30T20:15:00+02:00,2020-03-30T20:30:00+02:00,2020-03-30T23:51:40+02:00,57115
2020-03-30T20:30:00+02:00,2020-03-30T20:45:00+02:00,2020-03-30T23:51:40+02:00,57445
2020-03-30T20:45:00+02:00,2020-03-30T21:00:00+02:00,2020-03-30T23:51:40+02:00,57752
2020-03-30T21:00:00+02:00,2020-03-30T21:15:00+02:00,2020-03-30T23:51:40+02:00,57466
2020-03-30T21:15:00+02:00,2020-03-30T21:30:00+02:00,2020-03-30T23:51:40+02:00,57279
2020-03-30T21:30:00+02:00,2020-03-30T21:45:00+02:00,2020-03-30T23:51:40+02:00,56382
2020-03-30T21:45:00+02:00,2020-03-30T22:00:00+02:00,2020-03-30T23:51:40+02:00,55643
2020-03-30T22:00:00+02:00,2020-03-30T22:15:00+02:00,2020-03-30T23:51:40+02:00,55440
2020-03-30T22:15:00+02:00,2020-03-30T22:30:00+02:00,2020-03-30T23:51:40+02:00,55486
2020-03-30T22:30:00+02:00,2020-03-30T22:45:00+02:00,2020-03-30T23:51:40+02:00,56524
2020-03-30T22:45:00+02:00,2020-03-30T23:00:00+02:00,2020-03-30T23:51:40+02:00,58622
2020-03-30T23:00:00+02:00,2020-03-30T23:15:00+02:00,2020-03-30T23:51:40+02:00,58628
2020-03-30T23:15:00+02:00,2020-03-30T23:30:00+02:00,2020-03-30T23:51:40+02:00,58563
2020-03-30T23:30:00+02:00,2020-03-30T23:45:00+02:00,2020-03-30T23:51:40+02:00,58540
2020-03-30T23:45:00+02:00,2020-03-31T00:00:00+02:00,2020-03-30T23:51:40+02:00,58926
2020-03-31T00:00:00+02:00,2020-03-31T00:15:00+02:00,2020-03-31T23:51:41+02:00,58385
2020-03-31T00:15:00+02:00,2020-03-31T00:30:00+02:00,2020-03-31T23:51:41+02:00,58031
2020-03-31T00:30:00+02:00,2020-03-31T00:45:00+02:00,2020-03-31T23:51:41+02:00,56632
2020-03-31T00:45:00+02:00,2020-03-31T01:00:00+02:00,2020-03-31T23:51:41+02:00,55243
2020-03-31T01:00:00+02:00,2020-03-31T01:15:00+02:00,2020-03-31T23:51:41+02:00,54875
2020-03-31T01:15:00+02:00,2020-03-31T01:30:00+02:00,2020-03-31T23:51:41+02:00,55273
2020-03-31T01:30:00+02:00,2020-03-31T01:45:00+02:00,2020-03-31T23:51:41+02:00,54674
2020-03-31T01:45:00+02:00,2020-03-31T02:00:00+02:00,2020-03-31T23:51:41+02:00,54740
2020-03-31T02:00:00+02:00,2020-03-31T02:15:00+02:00,2020-03-31T23:51:41+02:00,54410
2020-03-31T02:15:00+02:00,2020-03-31T02:30:00+02:00,2020-03-31T23:51:41+02:00,54772
2020-03-31T02:30:00+02:00,2020-03-31T02:45:00+02:00,2020-03-31T23:51:41+02:00,53928
2020-03-31T02:45:00+02:00,2020-03-31T03:00:00+02:00,2020-03-31T23:51:41+02:00,53058
2020-03-31T03:00:00+02:00,2020-03-31T03:15:00+02:00,2020-03-31T23:51:41+02:00,52233
2020-03-31T03:15:00+02:00,2020-03-31T03:30:00+02:00,2020-03-31T23:51:41+02:00,52070
2020-03-31T03:30:00+02:00,2020-03-31T03:45:00+02:00,2020-03-31T23:51:41+02:00,51571
2020-03-31T03:45:00+02:00,2020-03-31T04:00:00+02:00,2020-03-31T23:51:41+02:00,50889
2020-03-31T04:00:00+02:00,2020-03-31T04:15:00+02:00,2020-03-31T23:51:41+02:00,50603
2020-03-31T04:15:00+02:00,2020-03-31T04:30:00+02:00,2020-03-31T23:51:41+02:00,50468
2020-03-31T04:30:00+02:00,2020-03-31T04:45:00+02:00,2020-03-31T23:51:41+02:00,50290
2020-03-31T04:45:00+02:00,2020-03-31T05:00:00+02:00,2020-03-31T23:51:41+02:00,50107
2020-03-31T05:00:00+02:00,2020-03-31T05:15:00+02:00,2020-03-31T23:51:41+02:00,50545
2020-03-31T05:15:00+02:00,2020-03-31T05:30:00+02:00,2020-03-31T23:51:41+02:00,50983
2020-03-31T05:30:00+02:00,2020-03-31T05:45:00+02:00,2020-03-31T23:51:41+02:00,51322
2020-03-31T05:45:00+02:00,2020-03-31T06:00:00+02:00,2020-03-31T23:51:41+02:00,51630
2020-03-31T06:00:00+02:00,2020-03-31T06:15:00+02:00,2020-03-31T23:51:41+02:00,52059
2020-03-31T06:15:00+02:00,2020-03-31T06:30:00+02:00,2020-03-31T23:51:41+02:00,53443
2020-03-31T06:30:00+02:00,2020-03-31T06:45:00+02:00,2020-03-31T23:51:41+02:00,53950
2020-03-31T06:45:00+02:00,2020-03-31T07:00:00+02:00,2020-03-31T23:51:41+02:00,54461
2020-03-31T07:00:00+02:00,2020-03-31T07:15:00+02:00,2020-03-31T23:51:41+02:00,55120
2020-03-31T07:15:00+02:00,2020-03-31T07:30:00+02:00,2020-03-31T23:51:41+02:00,55633
2020-03-31T07:30:00+02:00,2020-03-31T07:45:00+02:00,2020-03-31T23:51:41+02:00,55518
2020-03-31T07:45:00+02:00,2020-03-31T08:00:00+02:00,2020-03-31T23:51:41+02:00,55637
2020-03-31T08:00:00+02:00,2020-03-31T08:15:00+02:00,2020-03-31T23:51:41+02:00,56504
2020-03-31T08:15:00+02:00,2020-03-31T08:30:00+02:00,2020-03-31T23:51:41+02:00,56992
2020-03-31T08:30:00+02:00,2020-03-31T08:45:00+02:00,2020-03-31T23:51:41+02:00,57588
2020-03-31T08:45:00+02:00,2020-03-31T09:00:00+02:00,2020-03-31T23:51:41+02:00,58207
2020-03-31T09:00:00+02:00,2020-03-31T09:15:00+02:00,2020-03-31T23:51:41+02:00,58344
2020-03-31T09:15:00+02:00,2020-03-31T09:30:00+02:00,2020-03-31T23:51:41+02:00,58528
2020-03-31T09:30:00+02:00,2020-03-31T09:45:00+02:00,2020-03-31T23:51:41+02:00,58657
2020-03-31T09:45:00+02:00,2020-03-31T10:00:00+02:00,2020-03-31T23:51:41+02:00,58570
2020-03-31T10:00:00+02:00,2020-03-31T10:15:00+02:00,2020-03-31T23:51:41+02:00,58390
2020-03-31T10:15:00+02:00,2020-03-31T10:30:00+02:00,2020-03-31T23:51:41+02:00,57966
2020-03-31T10:30:00+02:00,2020-03-31T10:45:00+02:00,2020-03-31T23:51:41+02:00,57910
2020-03-31T10:45:00+02:00,2020-03-31T11:00:00+02:00,2020-03-31T23:51:41+02:00,57637
2020-03-31T11:00:00+02:00,2020-03-31T11:15:00+02:00,2020-03-31T23:51:41+02:00,57197
2020-03-31T11:15:00+02:00,2020-03-31T11:30:00+02:00,2020-03-31T23:51:41+02:00,57189
2020-03-31T11:30:00+02:00,2020-03-31T11:45:00+02:00,2020-03-31T23:51:41+02:00,57466
2020-03-31T11:45:00+02:00,2020-03-31T12:00:00+02:00,2020-03-31T23:51:41+02:00,57417
2020-03-31T12:00:00+02:00,2020-03-31T12:15:00+02:00,2020-03-31T23:51:41+02:00,58333
2020-03-31T12:15:00+02:00,2020-03-31T12:30:00+02:00,2020-03-31T23:51:41+02:00,58564
2020-03-31T12:30:00+02:00,2020-03-31T12:45:00+02:00,2020-03-31T23:51:41+02:00,58765
2020-03-31T12:45:00+02:00,2020-03-31T13:00:00+02:00,2020-03-31T23:51:41+02:00,59164
2020-03-31T13:00:00+02:00,2020-03-31T13:15:00+02:00,2020-03-31T23:51:41+02:00,58366
2020-03-31T13:15:00+02:00,2020-03-31T13:30:00+02:00,2020-03-31T23:51:41+02:00,57498
2020-03-31T13:30:00+02:00,2020-03-31T13:45:00+02:00,2020-03-31T23:51:41+02:00,56345
2020-03-31T13:45:00+02:00,2020-03-31T14:00:00+02:00,2020-03-31T23:51:41+02:00,55687
2020-03-31T14:00:00+02:00,2020-03-31T14:15:00+02:00,2020-03-31T23:51:41+02:00,55111
2020-03-31T14:15:00+02:00,2020-03-31T14:30:00+02:00,2020-03-31T23:51:41+02:00,54667
2020-03-31T14:30:00+02:00,2020-03-31T14:45:00+02:00,2020-03-31T23:51:41+02:00,53636
2020-03-31T14:45:00+02:00,2020-03-31T15:00:00+02:00,2020-03-31T23:51:41+02:00,52850
2020-03-31T15:00:00+02:00,2020-03-31T15:15:00+02:00,2020-03-31T23:51:41+02:00,52076
2020-03-31T15:15:00+02:00,2020-03-31T15:30:00+02:00,2020-03-31T23:51:41+02:00,51554
2020-03-31T15:30:00+02:00,2020-03-31T15:45:00+02:00,2020-03-31T23:51:41+02:00,50798
2020-03-31T15:45:00+02:00,2020-03-31T16:00:00+02:00,2020-03-31T23:51:41+02:00,50376
2020-03-31T16:00:00+02:00,2020-03-31T16:15:00+02:00,2020-03-31T23:51:41+02:00,49947
2020-03-31T16:15:00+02:00,2020-03-31T16:30:00+02:00,2020-03-31T23:51:41+02:00,49249
2020-03-31T16:30:00+02:00,2020-03-31T16:45:00+02:00,2020-03-31T23:51:41+02:00,48723
2020-03-31T16:45:00+02:00,2020-03-31T17:00:00+02:00,2020-03-31T23:51:41+02:00,48636
2020-03-31T17:00:00+02:00,2020-03-31T17:15:00+02:00,2020-03-31T23:51:41+02:00,48455
2020-03-31T17:15:00+02:00,2020-03-31T17:30:00+02:00,2020-03-31T23:51:41+02:00,47709
2020-03-31T17:30:00+02:00,2020-03-31T17:45:00+02:00,2020-03-31T23:51:41+02:00,47469
2020-03-31T17:45:00+02:00,2020-03-31T18:00:00+02:00,2020-03-31T23:51:41+02:00,47759
2020-03-31T18:00:00+02:00,2020-03-31T18:15:00+02:00,2020-03-31T23:51:41+02:00,48031
2020-03-31T18:15:00+02:00,2020-03-31T18:30:00+02:00,2020-03-31T23:51:41+02:00,48586
2020-03-31T18:30:00+02:00,2020-03-31T18:45:00+02:00,2020-03-31T23:51:41+02:00,48869
2020-03-31T18:45:00+02:00,2020-03-31T19:00:00+02:00,2020-03-31T23:51:41+02:00,50080
2020-03-31T19:00:00+02:00,2020-03-31T19:15:00+02:00,2020-03-31T23:51:41+02:00,51042
2020-03-31T19:15:00+02:00,2020-03-31T19:30:00+02:00,2020-03-31T23:51:41+02:00,51805
2020-03-31T19:30:00+02:00,2020-03-31T19:45:00+02:00,2020-03-31T23:51:41+02:00,52545
2020-03-31T19:45:00+02:00,2020-03-31T20:00:00+02:00,2020-03-31T23:51:41+02:00,52673
2020-03-31T20:00:00+02:00,2020-03-31T20:15:00+02:00,2020-03-31T23:51:41+02:00,53335
2020-03-31T20:15:00+02:00,2020-03-31T20:30:00+02:00,2020-03-31T23:51:41+02:00,53474
2020-03-31T20:30:00+02:00,2020-03-31T20:45:00+02:00,2020-03-31T23:51:41+02:00,53850
2020-03-31T20:45:00+02:00,2020-03-31T21:00:00+02:00,2020-03-31T23:51:41+02:00,54198
2020-03-31T21:00:00+02:00,2020-03-31T21:15:00+02:00,2020-03-31T23:51:41+02:00,54604
2020-03-31T21:15:00+02:00,2020-03-31T21:30:00+02:00,2020-03-31T23:51:41+02:00,54517
2020-03-31T21:30:00+02:00,2020-03-31T21:45:00+02:00,2020-03-31T23:51:41+02:00,53665
2020-03-31T21:45:00+02:00,2020-03-31T22:00:00+02:00,2020-03-31T23:51:41+02:00,53236
2020-03-31T22:00:00+02:00,2020-03-31T22:15:00+02:00,2020-03-31T23:51:41+02:00,53049
2020-03-31T22:15:00+02:00,2020-03-31T22:30:00+02:00,2020-03-31T23:51:41+02:00,53147
2020-03-31T22:30:00+02:00,2020-03-31T22:45:00+02:00,2020-03-31T23:51:41+02:00,54172
2020-03-31T22:45:00+02:00,2020-03-31T23:00:00+02:00,2020-03-31T23:51:41+02:00,56574
2020-03-31T23:00:00+02:00,2020-03-31T23:15:00+02:00,2020-03-31T23:51:41+02:00,56418
2020-03-31T23:15:00+02:00,2020-03-31T23:30:00+02:00,2020-03-31T23:51:41+02:00,56560
2020-03-31T23:30:00+02:00,2020-03-31T23:45:00+02:00,2020-03-31T23:51:41+02:00,56540
2020-03-31T23:45:00+02:00,2020-04-01T00:00:00+02:00,2020-03-31T23:51:41+02:00,57066
2020-04-01T00:00:00+02:00,2020-04-01T00:15:00+02:00,2020-04-01T23:51:38+02:00,56379
2020-04-01T00:15:00+02:00,2020-04-01T00:30:00+02:00,2020-04-01T23:51:38+02:00,55967
2020-04-01T00:30:00+02:00,2020-04-01T00:45:00+02:00,2020-04-01T23:51:38+02:00,54595
2020-04-01T00:45:00+02:00,2020-04-01T01:00:00+02:00,2020-04-01T23:51:38+02:00,53160
2020-04-01T01:00:00+02:00,2020-04-01T01:15:00+02:00,2020-04-01T23:51:38+02:00,52828
2020-04-01T01:15:00+02:00,2020-04-01T01:30:00+02:00,2020-04-01T23:51:38+02:00,53200
2020-04-01T01:30:00+02:00,2020-04-01T01:45:00+02:00,2020-04-01T23:51:38+02:00,52891
2020-04-01T01:45:00+02:00,2020-04-01T02:00:00+02:00,2020-04-01T23:51:38+02:00,53046
2020-04-01T02:00:00+02:00,2020-04-01T02:15:00+02:00,2020-04-01T23:51:38+02:00,52881
2020-04-01T02:15:00+02:00,2020-04-01T02:30:00+02:00,2020-04-01T23:51:38+02:00,51999
2020-04-01T02:30:00+02:00,2020-04-01T02:45:00+02:00,2020-04-01T23:51:38+02:00,51100
2020-04-01T02:45:00+02:00,2020-04-01T03:00:00+02:00,2020-04-01T23:51:38+02:00,50411
2020-04-01T03:00:00+02:00,2020-04-01T03:15:00+02:00,2020-04-01T23:51:38+02:00,49762
2020-04-01T03:15:00+02:00,2020-04-01T03:30:00+02:00,2020-04-01T23:51:38+02:00,49327
2020-04-01T03:30:00+02:00,2020-04-01T03:45:00+02:00,2020-04-01T23:51:38+02:00,48760
2020-04-01T03:45:00+02:00,2020-04-01T04:00:00+02:00,2020-04-01T23:51:38+02:00,48407
2020-04-01T04:00:00+02:00,2020-04-01T04:15:00+02:00,2020-04-01T23:51:38+02:00,47910
2020-04-01T04:15:00+02:00,2020-04-01T04:30:00+02:00,2020-04-01T23:51:38+02:00,47995
2020-04-01T04:30:00+02:00,2020-04-01T04:45:00+02:00,2020-04-01T23:51:38+02:00,47782
2020-04-01T04:45:00+02:00,2020-04-01T05:00:00+02:00,2020-04-01T23:51:38+02:00,47798
2020-04-01T05:00:00+02:00,2020-04-01T05:15:00+02:00,2020-04-01T23:51:38+02:00,48140
2020-04-01T05:15:00+02:00,2020-04-01T05:30:00+02:00,2020-04-01T23:51:38+02:00,48764
2020-04-01T05:30:00+02:00,2020-04-01T05:45:00+02:00,2020-04-01T23:51:38+02:00,48986
2020-04-01T05:45:00+02:00,2020-04-01T06:00:00+02:00,2020-04-01T23:51:38+02:00,49369
2020-04-01T06:00:00+02:00,2020-04-01T06:15:00+02:00,2020-04-01T23:51:38+02:00,49844
2020-04-01T06:15:00+02:00,2020-04-01T06:30:00+02:00,2020-04-01T23:51:38+02:00,51703
2020-04-01T06:30:00+02:00,2020-04-01T06:45:00+02:00,2020-04-01T23:51:38+02:00,52068
2020-04-01T06:45:00+02:00,2020-04-01T07:00:00+02:00,2020-04-01T23:51:38+02:00,52819
2020-04-01T07:00:00+02:00,2020-04-01T07:15:00+02:00,2020-04-01T23:51:38+02:00,53332
2020-04-01T07:15:00+02:00,2020-04-01T07:30:00+02:00,2020-04-01T23:51:38+02:00,53839
2020-04-01T07:30:00+02:00,2020-04-01T07:45:00+02:00,2020-04-01T23:51:38+02:00,53989
2020-04-01T07:45:00+02:00,2020-04-01T08:00:00+02:00,2020-04-01T23:51:38+02:00,54451
2020-04-01T08:00:00+02:00,2020-04-01T08:15:00+02:00,2020-04-01T23:51:38+02:00,55222
2020-04-01T08:15:00+02:00,2020-04-01T08:30:00+02:00,2020-04-01T23:51:38+02:00,55662
2020-04-01T08:30:00+02:00,2020-04-01T08:45:00+02:00,2020-04-01T23:51:38+02:00,56444
2020-04-01T08:45:00+02:00,2020-04-01T09:00:00+02:00,2020-04-01T23:51:38+02:00,57148
2020-04-01T09:00:00+02:00,2020-04-01T09:15:00+02:00,2020-04-01T23:51:38+02:00,57094
2020-04-01T09:15:00+02:00,2020-04-01T09:30:00+02:00,2020-04-01T23:51:38+02:00,57301
2020-04-01T09:30:00+02:00,2020-04-01T09:45:00+02:00,2020-04-01T23:51:38+02:00,57551
2020-04-01T09:45:00+02:00,2020-04-01T10:00:00+02:00,2020-04-01T23:51:38+02:00,57395
2020-04-01T10:00:00+02:00,2020-04-01T10:15:00+02:00,2020-04-01T23:51:38+02:00,56866
2020-04-01T10:15:00+02:00,2020-04-01T10:30:00+02:00,2020-04-01T23:51:38+02:00,56608
2020-04-01T10:30:00+02:00,2020-04-01T10:45:00+02:00,2020-04-01T23:51:38+02:00,56393
2020-04-01T10:45:00+02:00,2020-04-01T11:00:00+02:00,2020-04-01T23:51:38+02:00,56157
2020-04-01T11:00:00+02:00,2020-04-01T11:15:00+02:00,2020-04-01T23:51:38+02:00,55783
2020-04-01T11:15:00+02:00,2020-04-01T11:30:00+02:00,2020-04-01T23:51:38+02:00,55854
2020-04-01T11:30:00+02:00,2020-04-01T11:45:00+02:00,2020-04-01T23:51:38+02:00,56013
2020-04-01T11:45:00+02:00,2020-04-01T12:00:00+02:00,2020-04-01T23:51:38+02:00,56471
2020-04-01T12:00:00+02:00,2020-04-01T12:15:00+02:00,2020-04-01T23:51:38+02:00,57153
2020-04-01T12:15:00+02:00,2020-04-01T12:30:00+02:00,2020-04-01T23:51:38+02:00,57284
2020-04-01T12:30:00+02:00,2020-04-01T12:45:00+02:00,2020-04-01T23:51:38+02:00,57234
2020-04-01T12:45:00+02:00,2020-04-01T13:00:00+02:00,2020-04-01T23:51:38+02:00,57888
2020-04-01T13:00:00+02:00,2020-04-01T13:15:00+02:00,2020-04-01T23:51:38+02:00,56881
2020-04-01T13:15:00+02:00,2020-04-01T13:30:00+02:00,2020-04-01T23:51:38+02:00,55987
2020-04-01T13:30:00+02:00,2020-04-01T13:45:00+02:00,2020-04-01T23:51:38+02:00,54904
2020-04-01T13:45:00+02:00,2020-04-01T14:00:00+02:00,2020-04-01T23:51:38+02:00,54021
2020-04-01T14:00:00+02:00,2020-04-01T14:15:00+02:00,2020-04-01T23:51:38+02:00,53519
2020-04-01T14:15:00+02:00,2020-04-01T14:30:00+02:00,2020-04-01T23:51:38+02:00,52948
2020-04-01T14:30:00+02:00,2020-04-01T14:45:00+02:00,2020-04-01T23:51:38+02:00,51782
2020-04-01T14:45:00+02:00,2020-04-01T15:00:00+02:00,2020-04-01T23:51:38+02:00,51256
2020-04-01T15:00:00+02:00,2020-04-01T15:15:00+02:00,2020-04-01T23:51:38+02:00,50522
2020-04-01T15:15:00+02:00,2020-04-01T15:30:00+02:00,2020-04-01T23:51:38+02:00,49861
2020-04-01T15:30:00+02:00,2020-04-01T15:45:00+02:00,2020-04-01T23:51:38+02:00,49395
2020-04-01T15:45:00+02:00,2020-04-01T16:00:00+02:00,2020-04-01T23:51:38+02:00,48947
2020-04-01T16:00:00+02:00,2020-04-01T16:15:00+02:00,2020-04-01T23:51:38+02:00,48373
2020-04-01T16:15:00+02:00,2020-04-01T16:30:00+02:00,2020-04-01T23:51:38+02:00,47749
2020-04-01T16:30:00+02:00,2020-04-01T16:45:00+02:00,2020-04-01T23:51:38+02:00,46990
2020-04-01T16:45:00+02:00,2020-04-01T17:00:00+02:00,2020-04-01T23:51:38+02:00,46867
2020-04-01T17:00:00+02:00,2020-04-01T17:15:00+02:00,2020-04-01T23:51:38+02:00,46746
2020-04-01T17:15:00+02:00,2020-04-01T17:30:00+02:00,2020-04-01T23:51:38+02:00,46330
2020-04-01T17:30:00+02:00,2020-04-01T17:45:00+02:00,2020-04-01T23:51:38+02:00,46222
2020-04-01T17:45:00+02:00,2020-04-01T18:00:00+02:00,2020-04-01T23:51:38+02:00,46498
2020-04-01T18:00:00+02:00,2020-04-01T18:15:00+02:00,2020-04-01T23:51:38+02:00,46718
2020-04-01T18:15:00+02:00,2020-04-01T18:30:00+02:00,2020-04-01T23:51:38+02:00,47000
2020-04-01T18:30:00+02:00,2020-04-01T18:45:00+02:00,2020-04-01T23:51:38+02:00,47753
2020-04-01T18:45:00+02:00,2020-04-01T19:00:00+02:00,2020-04-01T23:51:38+02:00,49065
